id,text,target,questionable_label
194,'The first man gets the oyster the second man gets the shell.' Andrew Carnegie,0,2
301,@Volfan326 @TNeazzy Mizzou has annihilated florida the past 2 seasons even ended muschamp's career just can't compete with Bama,0,2
465,#PBBan (Temporary:300) fighterdena @'aRmageddon | DO NOT KILL | FLAGS ONLY | Fast XP' for Reason,0,2
679,@CaIxxum5SOS thanks for the damn heart attack,0,2
1278,Add these items to your everyday eating habits. Please do the research on how to take with your bloodÛ_ https://t.co/LnpsCaDaXr,0,2
1864,I burned myself today on the oven ?? it was at 500 degrees ??,0,2
2116,#iphone #twist Ultimate #preparedness library: http://t.co/ksgmY0D0Mx Prepare Yourself For Any Catastrophe. Ov http://t.co/MZK0PFogI7,0,2
2157,Success is not built on success. Its built on failure. Its built on frustration. Its built on catastrophe. #real,0,2
2317,What would you do if you were trapped in a collapsed circus tent with a bunch of clowns? http://t.co/6HKCa1dSna,0,2
2691,Only had a crush on one girl in high school and she don't even realize it lol,0,2
2912,@CarsonRex @SpaceAngelSeven Check out this #rockin preview of @ClaytonBryant Danger Zone Coming soon! https://t.co/P0fiZxmN5r #ArtistsUnited,0,2
5041,Aug. 06 2015 Radio Show articles ÛÒ 1] Eyewitness Account of Abortion Organ Harvesting by Planned Parenthood: http://t.co/49izkbOHri,0,2
6137,#GamerGate 'Our entire attempt to hijack your community destroy your industry and scam everyone in sight was just sarcastic'.  Drop dead.,0,2
6413,The hurricane mixxtail kinda tastes like the watermelon four loko. ???????? @brittsand9,0,2
6504,@likeavillasboas @rich_chandler Being' injury prone' isn't actually just suffering injuries often.,0,2
6576,Quirk Injury Law's News is out! http://t.co/HxVIhDuShP Stories via @dantmatrafajlo,0,2
7689,I added a video to a @YouTube playlist http://t.co/vxeGCmMVBV Panic! At The Disco: Collar Full (Audio),0,2
8681,@DavidCovucci We can't because a sinkhole swallowed every taco place in the neighborhood,0,2
10581,'My Fifty Online Dates and why I'm still single' by Michael Windstorm $2.99 Amazon http://t.co/5KohO39oJE    #kindle  #datingtips #goodreads,0,2
10707,First wreck today. So so glad me and mom are okay. Could've been a lot worse. So happy the lord was with us today ??????,0,2
